key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
41040043|시끄러워 이 응석받이야!!\n너의 그런 제멋대로인 행동 때문에 부대원 모두가 위험에 빠졌다고!!\n조금은 반성하도록 해!!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Keep your mouth shut!\nYour reckless action have put the entire team in danger!\nI want you to think about what you did!|Молчать!\nТвои бездумные действия подвергли опасности всю команду!\nЗадумайся хоть на секунду о том, что ты сделала!
41040044|너.. 너…!|Hey... You!|Hey... You!|Hey... You!|Hey... You!|Hey... You!|Hey... You!|Hey... You!|Hey... You!|Эй...
41040045|(으.. 으음. 너무 질렀나?\n삐뚤어지기라도 하면 더 큰 일인데…)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Hmm.. Was I.. too hard on her?\nI hope she doesn't take this the wrong way.)|(Хм... Я... это было слишком грубо?\nНадеюсь, она поймёт всё правильно.)
41040046|으..|Awe~|Awe~|Awe~|Awe~|Awe~|Awe~|Awe~|Awe~|Я...
41040047|으?|Awe?|Awe?|Awe?|Awe?|Awe?|Awe?|Awe?|Awe?|Я?
41040048|으아아아아앙~!!!!|*Cry~*|*Cry~*|*Cry~*|*Cry~*|*Cry~*|*Cry~*|*Cry~*|*Cry~*|*плачет*
41040049|[b][F8FF34]다다다다다.[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Running out!*[/b]|[b][F8FF34]*Убегает!*[/b]
41040050|……………|……………|……………|……………|……………|……………|……………|……………|……………|...
41040051|뭐냐 저 녀석…|Where is she going?|Where is she going?|Where is she going?|Where is she going?|Where is she going?|Where is she going?|Where is she going?|Where is she going?|Куда она?
41040052|다음날|Next day.|Next day.|Next day.|Next day.|Next day.|Next day.|Next day.|Next day.|На следующий день.
41040053|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬~~~~[/b]|[b][F8FF34]♩♪♬...[/b]
41040054|(응? 벨 소리?!)\n들어오세요~|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(What? Someone at the door?)\nCome in.|(Кто там ещё?)\nВходите.
41040055|[b][F8FF34]푸슁~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Door opening~![/b]|[b][F8FF34]*Двери открываются!*[-][/b]
41040056|저.. 저기.|Hey... Well...|Hey... Well...|Hey... Well...|Hey... Well...|Hey... Well...|Hey... Well...|Hey... Well...|Hey... Well...|Эй... я...
41040057|(윽! 유현이 녀석이잖아?\n어제 일 때문에 뭔가 좀 뻘쭘하군…)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(Oh! It's You-hyun.\nMaybe I was too hard on her yesterday.)|(О! Это Ю-Хань.\nНаверное, я перестарался вчера.)
41040058|………어..|………I umm..|………I umm..|………I umm..|………I umm..|………I umm..|………I umm..|………I umm..|………I umm..|...Я... это...
41040059|응?|Yes?|Yes?|Yes?|Yes?|Yes?|Yes?|Yes?|Yes?|Да?
41040060|어제는 미안했어!!|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|I'm sorry about yesterday.|Извините за вчера...
41040061|어? 어어…|What? Well...|What? Well...|What? Well...|What? Well...|What? Well...|What? Well...|What? Well...|What? Well...|Что? Ну...
41040062|(뭐야 이 녀석. 분명 따지러 온 거로 생각했는데…\n완전히 꼬인 성격은 아닌 것 같군.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(This is unexpected. I thought she came to argue her point…\nI guess she is not that bad, after all.)|(Неожиданно. Думал, она пришла доказывать свою правоту...\nМожет, она и не такая плохая?)
41040063|그.. 그래서 말인데\n이.. 이거!|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Well... This is...\nit's my way of apologizing.. Here.|Ну... я...\nВот, это в качестве извинения. Возьмите.
41040064|뭐야 이건?\n열어봐도 돼?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|What is it?\nCan I open it?|Что это?\nМожно открыть?
41040065|응… (끄덕)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Yes... (Nod)|Да... *кивает*
41040066|어디…|Well...|Well...|Well...|Well...|Well...|Well...|Well...|Well...|Ну...
41040067|뭐.. 뭐야?!\n이 엄청나게 화려한 도시락은?! 게다가 한식으로…|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|... Wow!\nThis is awesome packed lunch! Korean food?|...Ого!\nЭто же отличный собранный обед! Корейская еда?
41040068|엄청 비싸 보이는데…\n사령관으로서 이런 고가의 뇌물을 받을 수는…|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|It looks very expensive…\nI'm a commanding officer. I can't accept a bribe like this.|Выглядит дорого...\nНо я командующий офицер. Я не могу брать подобные взятки.
41040069|산 거 아냐!\n내가 만든 거라고!!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|I didn't buy it!\nI made it!|Я не покупала!\nЯ сама сделала.
41040070|이.. 이걸 네가?|You... You made this?|You... You made this?|You... You made this?|You... You made this?|You... You made this?|You... You made this?|You... You made this?|You... You made this?|Ты... сама сделала?
41040071|으.. 응.|... Yeah.|... Yeah.|... Yeah.|... Yeah.|... Yeah.|... Yeah.|... Yeah.|... Yeah.|...Ага.
41040072|……|……|……|……|……|……|……|……|……|...
41040073|지금 안 어울린다고 생각했지?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|You probably thought no way, right?|Вы подумали: «Не может быть!»?
41040074|아..아니 그런 건 아닌데…\n뭐랄까… 좀 의외여서…|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|No... I didn't. Well...\nI'm just surprised.|Нет... я...\nЭто немного удивило меня.
41040075|그게 그 말이잖아!!\n닥치고 어서 먹기나 해!!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|It's the same thing!\nJust shut up and eat!|Это то же самое!\nПросто замолчите и ешьте!
41040076|…그래도 이걸 나만 먹기는 좀 미안한데…|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|…But... it looks so delicious! I would feel bad to eat this alone.|Но... выглядит так вкусно! Я не могу съесть это всё в одиночку.
41040077|모두에게도 주고 오는 길이야.\n지금 식당에서 모두 같이 먹고 있어.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|I made one for everyone.\nThey are all in the mess hall, eating the same thing right now.|Я для всех приготовила.\nОни сейчас в столовой, едят то же самое.
